"Start time UTC","End time UTC","Up-regulating price in the Balancing energy market"
"2023-09-17T05:00:00.000Z","2023-09-17T06:00:00.000Z","4.48"
"2023-09-17T06:00:00.000Z","2023-09-17T07:00:00.000Z","8.98"
"2023-09-17T07:00:00.000Z","2023-09-17T08:00:00.000Z","20"
"2023-09-17T08:00:00.000Z","2023-09-17T09:00:00.000Z","20"
"2023-09-17T09:00:00.000Z","2023-09-17T10:00:00.000Z","18.5"
"2023-09-17T10:00:00.000Z","2023-09-17T11:00:00.000Z","16"
"2023-09-17T11:00:00.000Z","2023-09-17T12:00:00.000Z","4.08"
"2023-09-17T12:00:00.000Z","2023-09-17T13:00:00.000Z","4.29999"
"2023-09-17T13:00:00.000Z","2023-09-17T14:00:00.000Z","11.14"
"2023-09-17T14:00:00.000Z","2023-09-17T15:00:00.000Z","12.46"
"2023-09-17T15:00:00.000Z","2023-09-17T16:00:00.000Z","21.69"
"2023-09-17T16:00:00.000Z","2023-09-17T17:00:00.000Z","23.23"
"2023-09-17T17:00:00.000Z","2023-09-17T18:00:00.000Z","22.32"
"2023-09-17T18:00:00.000Z","2023-09-17T19:00:00.000Z","15.09"
"2023-09-17T19:00:00.000Z","2023-09-17T20:00:00.000Z","13.21"
"2023-09-17T20:00:00.000Z","2023-09-17T21:00:00.000Z","12.23"
"2023-09-17T21:00:00.000Z","2023-09-17T22:00:00.000Z","11.88"
"2023-09-17T22:00:00.000Z","2023-09-17T23:00:00.000Z","9.50999"
"2023-09-17T23:00:00.000Z","2023-09-18T00:00:00.000Z","8.84999"
"2023-09-18T00:00:00.000Z","2023-09-18T01:00:00.000Z","8.64"
"2023-09-18T01:00:00.000Z","2023-09-18T02:00:00.000Z","8.41"
"2023-09-18T02:00:00.000Z","2023-09-18T03:00:00.000Z","8.63"
"2023-09-18T03:00:00.000Z","2023-09-18T04:00:00.000Z","280"
"2023-09-18T04:00:00.000Z","2023-09-18T05:00:00.000Z","347"
"2023-09-18T05:00:00.000Z","2023-09-18T06:00:00.000Z","300.07999"
"2023-09-18T06:00:00.000Z","2023-09-18T07:00:00.000Z","180.02"
"2023-09-18T07:00:00.000Z","2023-09-18T08:00:00.000Z","33"
"2023-09-18T08:00:00.000Z","2023-09-18T09:00:00.000Z","29.14"
"2023-09-18T09:00:00.000Z","2023-09-18T10:00:00.000Z","13.28999"
"2023-09-18T10:00:00.000Z","2023-09-18T11:00:00.000Z","9.89"
"2023-09-18T11:00:00.000Z","2023-09-18T12:00:00.000Z","9.55"
"2023-09-18T12:00:00.000Z","2023-09-18T13:00:00.000Z","8.9"
"2023-09-18T13:00:00.000Z","2023-09-18T14:00:00.000Z","9.08999"
"2023-09-18T14:00:00.000Z","2023-09-18T15:00:00.000Z","9.66999"
"2023-09-18T15:00:00.000Z","2023-09-18T16:00:00.000Z","9.48"
"2023-09-18T16:00:00.000Z","2023-09-18T17:00:00.000Z","8.58999"
"2023-09-18T17:00:00.000Z","2023-09-18T18:00:00.000Z","7.74"
"2023-09-18T18:00:00.000Z","2023-09-18T19:00:00.000Z","4.96"
"2023-09-18T19:00:00.000Z","2023-09-18T20:00:00.000Z","2.89999"
"2023-09-18T20:00:00.000Z","2023-09-18T21:00:00.000Z","0.42"
"2023-09-18T21:00:00.000Z","2023-09-18T22:00:00.000Z","-0.07"
"2023-09-18T22:00:00.000Z","2023-09-18T23:00:00.000Z","3"
"2023-09-18T23:00:00.000Z","2023-09-19T00:00:00.000Z","3"
"2023-09-19T00:00:00.000Z","2023-09-19T01:00:00.000Z","1"
"2023-09-19T01:00:00.000Z","2023-09-19T02:00:00.000Z","1"
"2023-09-19T02:00:00.000Z","2023-09-19T03:00:00.000Z","-0.62"
"2023-09-19T03:00:00.000Z","2023-09-19T04:00:00.000Z","6.71"
"2023-09-19T04:00:00.000Z","2023-09-19T05:00:00.000Z","7"
"2023-09-19T05:00:00.000Z","2023-09-19T06:00:00.000Z","8.5"
"2023-09-19T06:00:00.000Z","2023-09-19T07:00:00.000Z","8.5"
"2023-09-19T07:00:00.000Z","2023-09-19T08:00:00.000Z","6.79999"
"2023-09-19T08:00:00.000Z","2023-09-19T09:00:00.000Z","6.79999"
"2023-09-19T09:00:00.000Z","2023-09-19T10:00:00.000Z","3"
"2023-09-19T10:00:00.000Z","2023-09-19T11:00:00.000Z","-0.94"
"2023-09-19T11:00:00.000Z","2023-09-19T12:00:00.000Z","-1.36"
"2023-09-19T12:00:00.000Z","2023-09-19T13:00:00.000Z","-1.86"
"2023-09-19T13:00:00.000Z","2023-09-19T14:00:00.000Z","3"
"2023-09-19T14:00:00.000Z","2023-09-19T15:00:00.000Z","5"
"2023-09-19T15:00:00.000Z","2023-09-19T16:00:00.000Z","3"
"2023-09-19T16:00:00.000Z","2023-09-19T17:00:00.000Z","2"
"2023-09-19T17:00:00.000Z","2023-09-19T18:00:00.000Z","5"
"2023-09-19T18:00:00.000Z","2023-09-19T19:00:00.000Z","5"
"2023-09-19T19:00:00.000Z","2023-09-19T20:00:00.000Z","-0.07"
"2023-09-19T20:00:00.000Z","2023-09-19T21:00:00.000Z","-0.49"
"2023-09-19T21:00:00.000Z","2023-09-19T22:00:00.000Z","2"
"2023-09-19T22:00:00.000Z","2023-09-19T23:00:00.000Z","0"
"2023-09-19T23:00:00.000Z","2023-09-20T00:00:00.000Z","-3.7"
"2023-09-20T00:00:00.000Z","2023-09-20T01:00:00.000Z","-3.7"
"2023-09-20T01:00:00.000Z","2023-09-20T02:00:00.000Z","-3.39999"
"2023-09-20T02:00:00.000Z","2023-09-20T03:00:00.000Z","-2.66999"
"2023-09-20T03:00:00.000Z","2023-09-20T04:00:00.000Z","-1.26"
"2023-09-20T04:00:00.000Z","2023-09-20T05:00:00.000Z","0.01"
"2023-09-20T05:00:00.000Z","2023-09-20T06:00:00.000Z","3"
"2023-09-20T06:00:00.000Z","2023-09-20T07:00:00.000Z","2.89999"
"2023-09-20T07:00:00.000Z","2023-09-20T08:00:00.000Z","2.98"
"2023-09-20T08:00:00.000Z","2023-09-20T09:00:00.000Z","9"
"2023-09-20T09:00:00.000Z","2023-09-20T10:00:00.000Z","8"
"2023-09-20T10:00:00.000Z","2023-09-20T11:00:00.000Z","5"
"2023-09-20T11:00:00.000Z","2023-09-20T12:00:00.000Z","3"
"2023-09-20T12:00:00.000Z","2023-09-20T13:00:00.000Z","4.96"
"2023-09-20T13:00:00.000Z","2023-09-20T14:00:00.000Z","2"
"2023-09-20T14:00:00.000Z","2023-09-20T15:00:00.000Z","15"
"2023-09-20T15:00:00.000Z","2023-09-20T16:00:00.000Z","15.49"
"2023-09-20T16:00:00.000Z","2023-09-20T17:00:00.000Z","16.69999"
"2023-09-20T17:00:00.000Z","2023-09-20T18:00:00.000Z","16"
"2023-09-20T18:00:00.000Z","2023-09-20T19:00:00.000Z","9.17999"
"2023-09-20T19:00:00.000Z","2023-09-20T20:00:00.000Z","5.83999"
"2023-09-20T20:00:00.000Z","2023-09-20T21:00:00.000Z","2.68"
"2023-09-20T21:00:00.000Z","2023-09-20T22:00:00.000Z","1.3"
"2023-09-20T22:00:00.000Z","2023-09-20T23:00:00.000Z","0.59"
"2023-09-20T23:00:00.000Z","2023-09-21T00:00:00.000Z","1.5"
"2023-09-21T00:00:00.000Z","2023-09-21T01:00:00.000Z","0"
"2023-09-21T01:00:00.000Z","2023-09-21T02:00:00.000Z","3"
"2023-09-21T02:00:00.000Z","2023-09-21T03:00:00.000Z","3"
"2023-09-21T03:00:00.000Z","2023-09-21T04:00:00.000Z","0.59"
"2023-09-21T04:00:00.000Z","2023-09-21T05:00:00.000Z","3.5"
"2023-09-21T05:00:00.000Z","2023-09-21T06:00:00.000Z","3.99"
"2023-09-21T06:00:00.000Z","2023-09-21T07:00:00.000Z","6"
"2023-09-21T07:00:00.000Z","2023-09-21T08:00:00.000Z","5"
"2023-09-21T08:00:00.000Z","2023-09-21T09:00:00.000Z","3"
"2023-09-21T09:00:00.000Z","2023-09-21T10:00:00.000Z","1.83"
"2023-09-21T10:00:00.000Z","2023-09-21T11:00:00.000Z","1.75"
"2023-09-21T11:00:00.000Z","2023-09-21T12:00:00.000Z","1.40999"
"2023-09-21T12:00:00.000Z","2023-09-21T13:00:00.000Z","1.32"
"2023-09-21T13:00:00.000Z","2023-09-21T14:00:00.000Z","3.58"
"2023-09-21T14:00:00.000Z","2023-09-21T15:00:00.000Z","4"
"2023-09-21T15:00:00.000Z","2023-09-21T16:00:00.000Z","4"
"2023-09-21T16:00:00.000Z","2023-09-21T17:00:00.000Z","4"
"2023-09-21T17:00:00.000Z","2023-09-21T18:00:00.000Z","1.89999"
"2023-09-21T18:00:00.000Z","2023-09-21T19:00:00.000Z","1.42999"
"2023-09-21T19:00:00.000Z","2023-09-21T20:00:00.000Z","0.52"
"2023-09-21T20:00:00.000Z","2023-09-21T21:00:00.000Z","-0.01"
"2023-09-21T21:00:00.000Z","2023-09-21T22:00:00.000Z","-0.61"
"2023-09-21T22:00:00.000Z","2023-09-21T23:00:00.000Z","-1.57"
"2023-09-21T23:00:00.000Z","2023-09-22T00:00:00.000Z","-1.64999"
"2023-09-22T00:00:00.000Z","2023-09-22T01:00:00.000Z","-1.47"
"2023-09-22T01:00:00.000Z","2023-09-22T02:00:00.000Z","-1.16999"
"2023-09-22T02:00:00.000Z","2023-09-22T03:00:00.000Z","-0.74"
"2023-09-22T03:00:00.000Z","2023-09-22T04:00:00.000Z","-0.01"
"2023-09-22T04:00:00.000Z","2023-09-22T05:00:00.000Z","3"
"2023-09-22T05:00:00.000Z","2023-09-22T06:00:00.000Z","3"
"2023-09-22T06:00:00.000Z","2023-09-22T07:00:00.000Z","6"
"2023-09-22T07:00:00.000Z","2023-09-22T08:00:00.000Z","8"
"2023-09-22T08:00:00.000Z","2023-09-22T09:00:00.000Z","8"
"2023-09-22T09:00:00.000Z","2023-09-22T10:00:00.000Z","8"
"2023-09-22T10:00:00.000Z","2023-09-22T11:00:00.000Z","8"
"2023-09-22T11:00:00.000Z","2023-09-22T12:00:00.000Z","5"
"2023-09-22T12:00:00.000Z","2023-09-22T13:00:00.000Z","1.72"
"2023-09-22T13:00:00.000Z","2023-09-22T14:00:00.000Z","1.47"
"2023-09-22T14:00:00.000Z","2023-09-22T15:00:00.000Z","1.29"
"2023-09-22T15:00:00.000Z","2023-09-22T16:00:00.000Z","1.04"
"2023-09-22T16:00:00.000Z","2023-09-22T17:00:00.000Z","1.05"
"2023-09-22T17:00:00.000Z","2023-09-22T18:00:00.000Z","1"
"2023-09-22T18:00:00.000Z","2023-09-22T19:00:00.000Z","0.58"
"2023-09-22T19:00:00.000Z","2023-09-22T20:00:00.000Z","0.06"
"2023-09-22T20:00:00.000Z","2023-09-22T21:00:00.000Z","5"
"2023-09-22T21:00:00.000Z","2023-09-22T22:00:00.000Z","6"
"2023-09-22T22:00:00.000Z","2023-09-22T23:00:00.000Z","7"
"2023-09-22T23:00:00.000Z","2023-09-23T00:00:00.000Z","3"
"2023-09-23T00:00:00.000Z","2023-09-23T01:00:00.000Z","5"
"2023-09-23T01:00:00.000Z","2023-09-23T02:00:00.000Z","5"
"2023-09-23T02:00:00.000Z","2023-09-23T03:00:00.000Z","0.01"
"2023-09-23T03:00:00.000Z","2023-09-23T04:00:00.000Z","0.28"
"2023-09-23T04:00:00.000Z","2023-09-23T05:00:00.000Z","0.23"
"2023-09-23T05:00:00.000Z","2023-09-23T06:00:00.000Z","1"
"2023-09-23T06:00:00.000Z","2023-09-23T07:00:00.000Z","2.25999"
"2023-09-23T07:00:00.000Z","2023-09-23T08:00:00.000Z","5.87999"
"2023-09-23T08:00:00.000Z","2023-09-23T09:00:00.000Z","3.75"
"2023-09-23T09:00:00.000Z","2023-09-23T10:00:00.000Z","3.79999"
"2023-09-23T10:00:00.000Z","2023-09-23T11:00:00.000Z","3.45"
"2023-09-23T11:00:00.000Z","2023-09-23T12:00:00.000Z","3.33"
"2023-09-23T12:00:00.000Z","2023-09-23T13:00:00.000Z","3.64999"
"2023-09-23T13:00:00.000Z","2023-09-23T14:00:00.000Z","4.58999"
"2023-09-23T14:00:00.000Z","2023-09-23T15:00:00.000Z","4.99"
"2023-09-23T15:00:00.000Z","2023-09-23T16:00:00.000Z","13.76"
"2023-09-23T16:00:00.000Z","2023-09-23T17:00:00.000Z","13"
"2023-09-23T17:00:00.000Z","2023-09-23T18:00:00.000Z","14.14"
"2023-09-23T18:00:00.000Z","2023-09-23T19:00:00.000Z","10"
"2023-09-23T19:00:00.000Z","2023-09-23T20:00:00.000Z","4.91999"
"2023-09-23T20:00:00.000Z","2023-09-23T21:00:00.000Z","3.79"
"2023-09-23T21:00:00.000Z","2023-09-23T22:00:00.000Z","2.69"
"2023-09-23T22:00:00.000Z","2023-09-23T23:00:00.000Z","5"
"2023-09-23T23:00:00.000Z","2023-09-24T00:00:00.000Z","5"
"2023-09-24T00:00:00.000Z","2023-09-24T01:00:00.000Z","5"
"2023-09-24T01:00:00.000Z","2023-09-24T02:00:00.000Z","5"
"2023-09-24T02:00:00.000Z","2023-09-24T03:00:00.000Z","5"
"2023-09-24T03:00:00.000Z","2023-09-24T04:00:00.000Z","5"
"2023-09-24T04:00:00.000Z","2023-09-24T05:00:00.000Z","1.11"
"2023-09-24T05:00:00.000Z","2023-09-24T06:00:00.000Z","1.82"
"2023-09-24T06:00:00.000Z","2023-09-24T07:00:00.000Z","2.64"
"2023-09-24T07:00:00.000Z","2023-09-24T08:00:00.000Z","5"
"2023-09-24T08:00:00.000Z","2023-09-24T09:00:00.000Z","5"
"2023-09-24T09:00:00.000Z","2023-09-24T10:00:00.000Z","0.85"
"2023-09-24T10:00:00.000Z","2023-09-24T11:00:00.000Z","-0.03"
"2023-09-24T11:00:00.000Z","2023-09-24T12:00:00.000Z","-2.62"
"2023-09-24T12:00:00.000Z","2023-09-24T13:00:00.000Z","-1.98"
"2023-09-24T13:00:00.000Z","2023-09-24T14:00:00.000Z","-0.03"
"2023-09-24T14:00:00.000Z","2023-09-24T15:00:00.000Z","4.49"
"2023-09-24T15:00:00.000Z","2023-09-24T16:00:00.000Z","29.5"
"2023-09-24T16:00:00.000Z","2023-09-24T17:00:00.000Z","200"
"2023-09-24T17:00:00.000Z","2023-09-24T18:00:00.000Z","200"
"2023-09-24T18:00:00.000Z","2023-09-24T19:00:00.000Z","26"
"2023-09-24T19:00:00.000Z","2023-09-24T20:00:00.000Z","4.62"
"2023-09-24T20:00:00.000Z","2023-09-24T21:00:00.000Z","2.77"
"2023-09-24T21:00:00.000Z","2023-09-24T22:00:00.000Z","1.47"
"2023-09-24T22:00:00.000Z","2023-09-24T23:00:00.000Z","0.24"
"2023-09-24T23:00:00.000Z","2023-09-25T00:00:00.000Z","-0.01"
"2023-09-25T00:00:00.000Z","2023-09-25T01:00:00.000Z","-0.83"
"2023-09-25T01:00:00.000Z","2023-09-25T02:00:00.000Z","-1.48"
"2023-09-25T02:00:00.000Z","2023-09-25T03:00:00.000Z","-1.66999"
"2023-09-25T03:00:00.000Z","2023-09-25T04:00:00.000Z","-0.62"
"2023-09-25T04:00:00.000Z","2023-09-25T05:00:00.000Z","0.01"
"2023-09-25T05:00:00.000Z","2023-09-25T06:00:00.000Z","1.05"
"2023-09-25T06:00:00.000Z","2023-09-25T07:00:00.000Z","1.87999"
"2023-09-25T07:00:00.000Z","2023-09-25T08:00:00.000Z","2"
"2023-09-25T08:00:00.000Z","2023-09-25T09:00:00.000Z","1.69"
"2023-09-25T09:00:00.000Z","2023-09-25T10:00:00.000Z","0.95"
"2023-09-25T10:00:00.000Z","2023-09-25T11:00:00.000Z","0.11"
"2023-09-25T11:00:00.000Z","2023-09-25T12:00:00.000Z","0.01"
"2023-09-25T12:00:00.000Z","2023-09-25T13:00:00.000Z","0.01"
"2023-09-25T13:00:00.000Z","2023-09-25T14:00:00.000Z","0"
"2023-09-25T14:00:00.000Z","2023-09-25T15:00:00.000Z","4.79999"
"2023-09-25T15:00:00.000Z","2023-09-25T16:00:00.000Z","6.5"
"2023-09-25T16:00:00.000Z","2023-09-25T17:00:00.000Z","6.5"
"2023-09-25T17:00:00.000Z","2023-09-25T18:00:00.000Z","6.5"
"2023-09-25T18:00:00.000Z","2023-09-25T19:00:00.000Z","4"
"2023-09-25T19:00:00.000Z","2023-09-25T20:00:00.000Z","4"
"2023-09-25T20:00:00.000Z","2023-09-25T21:00:00.000Z","4"
"2023-09-25T21:00:00.000Z","2023-09-25T22:00:00.000Z","2.14"
"2023-09-25T22:00:00.000Z","2023-09-25T23:00:00.000Z","2.5"
"2023-09-25T23:00:00.000Z","2023-09-26T00:00:00.000Z","3"
"2023-09-26T00:00:00.000Z","2023-09-26T01:00:00.000Z","3"
"2023-09-26T01:00:00.000Z","2023-09-26T02:00:00.000Z","3"
"2023-09-26T02:00:00.000Z","2023-09-26T03:00:00.000Z","3"
"2023-09-26T03:00:00.000Z","2023-09-26T04:00:00.000Z","3"
"2023-09-26T04:00:00.000Z","2023-09-26T05:00:00.000Z","7"
"2023-09-26T05:00:00.000Z","2023-09-26T06:00:00.000Z","13"
"2023-09-26T06:00:00.000Z","2023-09-26T07:00:00.000Z","15"
"2023-09-26T07:00:00.000Z","2023-09-26T08:00:00.000Z","7.79999"
"2023-09-26T08:00:00.000Z","2023-09-26T09:00:00.000Z","7.79999"
"2023-09-26T09:00:00.000Z","2023-09-26T10:00:00.000Z","11.75"
"2023-09-26T10:00:00.000Z","2023-09-26T11:00:00.000Z","11.9"
"2023-09-26T11:00:00.000Z","2023-09-26T12:00:00.000Z","5.00999"
"2023-09-26T12:00:00.000Z","2023-09-26T13:00:00.000Z","8.5"
"2023-09-26T13:00:00.000Z","2023-09-26T14:00:00.000Z","11.02999"
"2023-09-26T14:00:00.000Z","2023-09-26T15:00:00.000Z","19"
"2023-09-26T15:00:00.000Z","2023-09-26T16:00:00.000Z","19"
"2023-09-26T16:00:00.000Z","2023-09-26T17:00:00.000Z","14.46"
"2023-09-26T17:00:00.000Z","2023-09-26T18:00:00.000Z","12"
"2023-09-26T18:00:00.000Z","2023-09-26T19:00:00.000Z","6.5"
"2023-09-26T19:00:00.000Z","2023-09-26T20:00:00.000Z","6"
"2023-09-26T20:00:00.000Z","2023-09-26T21:00:00.000Z","7"
"2023-09-26T21:00:00.000Z","2023-09-26T22:00:00.000Z","6"
"2023-09-26T22:00:00.000Z","2023-09-26T23:00:00.000Z","5"
"2023-09-26T23:00:00.000Z","2023-09-27T00:00:00.000Z","1.66999"
"2023-09-27T00:00:00.000Z","2023-09-27T01:00:00.000Z","2.33999"
"2023-09-27T01:00:00.000Z","2023-09-27T02:00:00.000Z","5"
"2023-09-27T02:00:00.000Z","2023-09-27T03:00:00.000Z","5"
"2023-09-27T03:00:00.000Z","2023-09-27T04:00:00.000Z","2.2"
"2023-09-27T04:00:00.000Z","2023-09-27T05:00:00.000Z","7"
"2023-09-27T05:00:00.000Z","2023-09-27T06:00:00.000Z","9.64"
"2023-09-27T06:00:00.000Z","2023-09-27T07:00:00.000Z","124.94"
"2023-09-27T07:00:00.000Z","2023-09-27T08:00:00.000Z","57.95"
"2023-09-27T08:00:00.000Z","2023-09-27T09:00:00.000Z","7"
"2023-09-27T09:00:00.000Z","2023-09-27T10:00:00.000Z","7"
"2023-09-27T10:00:00.000Z","2023-09-27T11:00:00.000Z","7"
"2023-09-27T11:00:00.000Z","2023-09-27T12:00:00.000Z","7"
"2023-09-27T12:00:00.000Z","2023-09-27T13:00:00.000Z","8.97"
"2023-09-27T13:00:00.000Z","2023-09-27T14:00:00.000Z","13.53999"
"2023-09-27T14:00:00.000Z","2023-09-27T15:00:00.000Z","11.94999"
"2023-09-27T15:00:00.000Z","2023-09-27T16:00:00.000Z","7"
"2023-09-27T16:00:00.000Z","2023-09-27T17:00:00.000Z","4.59999"
"2023-09-27T17:00:00.000Z","2023-09-27T18:00:00.000Z","4.15"
"2023-09-27T18:00:00.000Z","2023-09-27T19:00:00.000Z","3.43"
"2023-09-27T19:00:00.000Z","2023-09-27T20:00:00.000Z","2.95"
"2023-09-27T20:00:00.000Z","2023-09-27T21:00:00.000Z","2.27999"
"2023-09-27T21:00:00.000Z","2023-09-27T22:00:00.000Z","2.04999"
"2023-09-27T22:00:00.000Z","2023-09-27T23:00:00.000Z","2.06"
"2023-09-27T23:00:00.000Z","2023-09-28T00:00:00.000Z","1.98"
"2023-09-28T00:00:00.000Z","2023-09-28T01:00:00.000Z","1.85"
"2023-09-28T01:00:00.000Z","2023-09-28T02:00:00.000Z","1.66999"
"2023-09-28T02:00:00.000Z","2023-09-28T03:00:00.000Z","2.06999"
"2023-09-28T03:00:00.000Z","2023-09-28T04:00:00.000Z","3.81"
"2023-09-28T04:00:00.000Z","2023-09-28T05:00:00.000Z","7.99"
"2023-09-28T05:00:00.000Z","2023-09-28T06:00:00.000Z","32.97999"
"2023-09-28T06:00:00.000Z","2023-09-28T07:00:00.000Z","50.00999"
"2023-09-28T07:00:00.000Z","2023-09-28T08:00:00.000Z","110.84999"
"2023-09-28T08:00:00.000Z","2023-09-28T09:00:00.000Z","93.35999"
"2023-09-28T09:00:00.000Z","2023-09-28T10:00:00.000Z","88.56"
"2023-09-28T10:00:00.000Z","2023-09-28T11:00:00.000Z","66.60999"
"2023-09-28T11:00:00.000Z","2023-09-28T12:00:00.000Z","39.93999"
"2023-09-28T12:00:00.000Z","2023-09-28T13:00:00.000Z","20"
"2023-09-28T13:00:00.000Z","2023-09-28T14:00:00.000Z","15"
"2023-09-28T14:00:00.000Z","2023-09-28T15:00:00.000Z","30"
"2023-09-28T15:00:00.000Z","2023-09-28T16:00:00.000Z","30"
"2023-09-28T16:00:00.000Z","2023-09-28T17:00:00.000Z","30.01"
"2023-09-28T17:00:00.000Z","2023-09-28T18:00:00.000Z","4.29999"
"2023-09-28T18:00:00.000Z","2023-09-28T19:00:00.000Z","2.74"
"2023-09-28T19:00:00.000Z","2023-09-28T20:00:00.000Z","1.67999"
"2023-09-28T20:00:00.000Z","2023-09-28T21:00:00.000Z","0.06"
"2023-09-28T21:00:00.000Z","2023-09-28T22:00:00.000Z","-0.65"
"2023-09-28T22:00:00.000Z","2023-09-28T23:00:00.000Z","-0.6"
"2023-09-28T23:00:00.000Z","2023-09-29T00:00:00.000Z","-0.6"
"2023-09-29T00:00:00.000Z","2023-09-29T01:00:00.000Z","-0.57"
"2023-09-29T01:00:00.000Z","2023-09-29T02:00:00.000Z","-0.36"
"2023-09-29T02:00:00.000Z","2023-09-29T03:00:00.000Z","0"
"2023-09-29T03:00:00.000Z","2023-09-29T04:00:00.000Z","1.64999"
"2023-09-29T04:00:00.000Z","2023-09-29T05:00:00.000Z","3.48"
"2023-09-29T05:00:00.000Z","2023-09-29T06:00:00.000Z","5.16"
"2023-09-29T06:00:00.000Z","2023-09-29T07:00:00.000Z","6.62"
"2023-09-29T07:00:00.000Z","2023-09-29T08:00:00.000Z","7.01999"
"2023-09-29T08:00:00.000Z","2023-09-29T09:00:00.000Z","6.95"
"2023-09-29T09:00:00.000Z","2023-09-29T10:00:00.000Z","6.83999"
"2023-09-29T10:00:00.000Z","2023-09-29T11:00:00.000Z","10"
"2023-09-29T11:00:00.000Z","2023-09-29T12:00:00.000Z","10"
"2023-09-29T12:00:00.000Z","2023-09-29T13:00:00.000Z","5.83"
"2023-09-29T13:00:00.000Z","2023-09-29T14:00:00.000Z","5.83"
"2023-09-29T14:00:00.000Z","2023-09-29T15:00:00.000Z","5.91"
"2023-09-29T15:00:00.000Z","2023-09-29T16:00:00.000Z","6.04999"
"2023-09-29T16:00:00.000Z","2023-09-29T17:00:00.000Z","6"
"2023-09-29T17:00:00.000Z","2023-09-29T18:00:00.000Z","4.99"
"2023-09-29T18:00:00.000Z","2023-09-29T19:00:00.000Z","3.64"
"2023-09-29T19:00:00.000Z","2023-09-29T20:00:00.000Z","2.62999"
"2023-09-29T20:00:00.000Z","2023-09-29T21:00:00.000Z","1.71"
"2023-09-29T21:00:00.000Z","2023-09-29T22:00:00.000Z","0.16"
"2023-09-29T22:00:00.000Z","2023-09-29T23:00:00.000Z","5.59999"
"2023-09-29T23:00:00.000Z","2023-09-30T00:00:00.000Z","6.59999"
"2023-09-30T00:00:00.000Z","2023-09-30T01:00:00.000Z","5.54999"
"2023-09-30T01:00:00.000Z","2023-09-30T02:00:00.000Z","4"
"2023-09-30T02:00:00.000Z","2023-09-30T03:00:00.000Z","5"
"2023-09-30T03:00:00.000Z","2023-09-30T04:00:00.000Z","3.52"
"2023-09-30T04:00:00.000Z","2023-09-30T05:00:00.000Z","3.58"
"2023-09-30T05:00:00.000Z","2023-09-30T06:00:00.000Z","4.2"
"2023-09-30T06:00:00.000Z","2023-09-30T07:00:00.000Z","42"
"2023-09-30T07:00:00.000Z","2023-09-30T08:00:00.000Z","55.42"
"2023-09-30T08:00:00.000Z","2023-09-30T09:00:00.000Z","60"
"2023-09-30T09:00:00.000Z","2023-09-30T10:00:00.000Z","200"
"2023-09-30T10:00:00.000Z","2023-09-30T11:00:00.000Z","150"
"2023-09-30T11:00:00.000Z","2023-09-30T12:00:00.000Z","16"
"2023-09-30T12:00:00.000Z","2023-09-30T13:00:00.000Z","1.34"
"2023-09-30T13:00:00.000Z","2023-09-30T14:00:00.000Z","1.62"
"2023-09-30T14:00:00.000Z","2023-09-30T15:00:00.000Z","1.87999"
"2023-09-30T15:00:00.000Z","2023-09-30T16:00:00.000Z","3.14"
"2023-09-30T16:00:00.000Z","2023-09-30T17:00:00.000Z","149"
"2023-09-30T17:00:00.000Z","2023-09-30T18:00:00.000Z","89"
"2023-09-30T18:00:00.000Z","2023-09-30T19:00:00.000Z","1.56"
"2023-09-30T19:00:00.000Z","2023-09-30T20:00:00.000Z","1.29"
"2023-09-30T20:00:00.000Z","2023-09-30T21:00:00.000Z","0.55"
"2023-09-30T21:00:00.000Z","2023-09-30T22:00:00.000Z","0"
"2023-09-30T22:00:00.000Z","2023-09-30T23:00:00.000Z","-1.99"
"2023-09-30T23:00:00.000Z","2023-10-01T00:00:00.000Z","-2.02"
"2023-10-01T00:00:00.000Z","2023-10-01T01:00:00.000Z","-2.08"
"2023-10-01T01:00:00.000Z","2023-10-01T02:00:00.000Z","-2.08999"
"2023-10-01T02:00:00.000Z","2023-10-01T03:00:00.000Z","-2.06999"
"2023-10-01T03:00:00.000Z","2023-10-01T04:00:00.000Z","-2.06999"
"2023-10-01T04:00:00.000Z","2023-10-01T05:00:00.000Z","-2"
"2023-10-01T05:00:00.000Z","2023-10-01T06:00:00.000Z","-1.79"
"2023-10-01T06:00:00.000Z","2023-10-01T07:00:00.000Z","-1.07"
"2023-10-01T07:00:00.000Z","2023-10-01T08:00:00.000Z","-0.16"
"2023-10-01T08:00:00.000Z","2023-10-01T09:00:00.000Z","0"
"2023-10-01T09:00:00.000Z","2023-10-01T10:00:00.000Z","0.39"
"2023-10-01T10:00:00.000Z","2023-10-01T11:00:00.000Z","-0.05"
"2023-10-01T11:00:00.000Z","2023-10-01T12:00:00.000Z","-1.51"
"2023-10-01T12:00:00.000Z","2023-10-01T13:00:00.000Z","-0.7"
"2023-10-01T13:00:00.000Z","2023-10-01T14:00:00.000Z","1.53"
"2023-10-01T14:00:00.000Z","2023-10-01T15:00:00.000Z","3.22"
"2023-10-01T15:00:00.000Z","2023-10-01T16:00:00.000Z","4.79"
"2023-10-01T16:00:00.000Z","2023-10-01T17:00:00.000Z","14.5"
"2023-10-01T17:00:00.000Z","2023-10-01T18:00:00.000Z","47.00999"
"2023-10-01T18:00:00.000Z","2023-10-01T19:00:00.000Z","7.33999"
"2023-10-01T19:00:00.000Z","2023-10-01T20:00:00.000Z","4.87999"
"2023-10-01T20:00:00.000Z","2023-10-01T21:00:00.000Z","4.25"
