"Start time UTC","End time UTC","Price of the last activated up-regulation bid - real time data"
"2022-05-12T06:00:00.000Z","2022-05-12T07:00:00.000Z","400"
"2022-05-12T07:00:00.000Z","2022-05-12T08:00:00.000Z","379"
"2022-05-16T04:00:00.000Z","2022-05-16T05:00:00.000Z","300"
"2022-05-17T16:00:00.000Z","2022-05-17T17:00:00.000Z","400"
"2022-05-18T03:00:00.000Z","2022-05-18T04:00:00.000Z","180"
"2022-05-18T04:00:00.000Z","2022-05-18T05:00:00.000Z","400"
"2022-05-19T03:00:00.000Z","2022-05-19T04:00:00.000Z","160"
"2022-05-19T04:00:00.000Z","2022-05-19T05:00:00.000Z","260"
"2022-05-21T19:00:00.000Z","2022-05-21T20:00:00.000Z","299"
"2022-05-21T20:00:00.000Z","2022-05-21T21:00:00.000Z","252"
"2022-05-22T17:00:00.000Z","2022-05-22T18:00:00.000Z","275"
"2022-05-22T20:00:00.000Z","2022-05-22T21:00:00.000Z","275"
"2022-05-24T17:00:00.000Z","2022-05-24T18:00:00.000Z","260"
"2022-05-24T20:00:00.000Z","2022-05-24T21:00:00.000Z","260"
"2022-05-24T21:00:00.000Z","2022-05-24T22:00:00.000Z","200"
"2022-05-25T04:00:00.000Z","2022-05-25T05:00:00.000Z","300"
"2022-05-25T05:00:00.000Z","2022-05-25T06:00:00.000Z","400"
"2022-05-25T13:00:00.000Z","2022-05-25T14:00:00.000Z","260"
"2022-05-25T14:00:00.000Z","2022-05-25T15:00:00.000Z","260"
"2022-05-25T15:00:00.000Z","2022-05-25T16:00:00.000Z","260"
"2022-05-25T16:00:00.000Z","2022-05-25T17:00:00.000Z","253"
"2022-05-25T17:00:00.000Z","2022-05-25T18:00:00.000Z","260"
"2022-05-26T04:00:00.000Z","2022-05-26T05:00:00.000Z","201.09999"
"2022-05-26T05:00:00.000Z","2022-05-26T06:00:00.000Z","200"
"2022-05-26T06:00:00.000Z","2022-05-26T07:00:00.000Z","300"
"2022-05-26T07:00:00.000Z","2022-05-26T08:00:00.000Z","260"
"2022-05-26T08:00:00.000Z","2022-05-26T09:00:00.000Z","200"
"2022-05-26T10:00:00.000Z","2022-05-26T11:00:00.000Z","196"
"2022-05-26T11:00:00.000Z","2022-05-26T12:00:00.000Z","160"
"2022-05-26T12:00:00.000Z","2022-05-26T13:00:00.000Z","216"
"2022-05-26T13:00:00.000Z","2022-05-26T14:00:00.000Z","216"
"2022-05-26T14:00:00.000Z","2022-05-26T15:00:00.000Z","172.3"
"2022-05-26T15:00:00.000Z","2022-05-26T16:00:00.000Z","255"
"2022-05-26T16:00:00.000Z","2022-05-26T17:00:00.000Z","300"
"2022-05-27T14:00:00.000Z","2022-05-27T15:00:00.000Z","299.93"
"2022-05-27T15:00:00.000Z","2022-05-27T16:00:00.000Z","299"
"2022-05-27T16:00:00.000Z","2022-05-27T17:00:00.000Z","260"
"2022-05-28T06:00:00.000Z","2022-05-28T07:00:00.000Z","160"
"2022-05-28T07:00:00.000Z","2022-05-28T08:00:00.000Z","147.5"
"2022-05-28T08:00:00.000Z","2022-05-28T09:00:00.000Z","150"
"2022-05-28T09:00:00.000Z","2022-05-28T10:00:00.000Z","152.5"
"2022-05-28T12:00:00.000Z","2022-05-28T13:00:00.000Z","149"
"2022-05-28T13:00:00.000Z","2022-05-28T14:00:00.000Z","150"
"2022-05-28T14:00:00.000Z","2022-05-28T15:00:00.000Z","155"
"2022-05-28T19:00:00.000Z","2022-05-28T20:00:00.000Z","245"
"2022-05-28T21:00:00.000Z","2022-05-28T22:00:00.000Z","172.4"
"2022-05-28T22:00:00.000Z","2022-05-28T23:00:00.000Z","142.59"
"2022-05-29T07:00:00.000Z","2022-05-29T08:00:00.000Z","185"
"2022-05-29T08:00:00.000Z","2022-05-29T09:00:00.000Z","160"
"2022-05-29T09:00:00.000Z","2022-05-29T10:00:00.000Z","155.06"
"2022-05-31T04:00:00.000Z","2022-05-31T05:00:00.000Z","700"
"2022-05-31T05:00:00.000Z","2022-05-31T06:00:00.000Z","320"
"2022-05-31T07:00:00.000Z","2022-05-31T08:00:00.000Z","260"
"2022-06-02T16:00:00.000Z","2022-06-02T17:00:00.000Z","555"
"2022-06-02T17:00:00.000Z","2022-06-02T18:00:00.000Z","700"
"2022-06-03T08:00:00.000Z","2022-06-03T09:00:00.000Z","299"
"2022-06-03T09:00:00.000Z","2022-06-03T10:00:00.000Z","299"
"2022-06-03T10:00:00.000Z","2022-06-03T11:00:00.000Z","299"
"2022-06-03T11:00:00.000Z","2022-06-03T12:00:00.000Z","275"
"2022-06-03T12:00:00.000Z","2022-06-03T13:00:00.000Z","260"
"2022-06-03T16:00:00.000Z","2022-06-03T17:00:00.000Z","299"
"2022-06-03T17:00:00.000Z","2022-06-03T18:00:00.000Z","608.88"
"2022-06-03T18:00:00.000Z","2022-06-03T19:00:00.000Z","599"
"2022-06-03T19:00:00.000Z","2022-06-03T20:00:00.000Z","555"
"2022-06-03T20:00:00.000Z","2022-06-03T21:00:00.000Z","260"
"2022-06-03T21:00:00.000Z","2022-06-03T22:00:00.000Z","231"
"2022-06-03T22:00:00.000Z","2022-06-03T23:00:00.000Z","225"
"2022-06-03T23:00:00.000Z","2022-06-04T00:00:00.000Z","245"
"2022-06-04T05:00:00.000Z","2022-06-04T06:00:00.000Z","225"
"2022-06-04T06:00:00.000Z","2022-06-04T07:00:00.000Z","225"
"2022-06-06T03:00:00.000Z","2022-06-06T04:00:00.000Z","225"
"2022-06-06T04:00:00.000Z","2022-06-06T05:00:00.000Z","317"
"2022-06-06T05:00:00.000Z","2022-06-06T06:00:00.000Z","299"
"2022-06-07T16:00:00.000Z","2022-06-07T17:00:00.000Z","300"
"2022-06-07T17:00:00.000Z","2022-06-07T18:00:00.000Z","299"
"2022-06-07T18:00:00.000Z","2022-06-07T19:00:00.000Z","320"
"2022-06-07T19:00:00.000Z","2022-06-07T20:00:00.000Z","300"
"2022-06-07T20:00:00.000Z","2022-06-07T21:00:00.000Z","300"
"2022-06-07T22:00:00.000Z","2022-06-07T23:00:00.000Z","252"
"2022-06-07T23:00:00.000Z","2022-06-08T00:00:00.000Z","200"
"2022-06-08T00:00:00.000Z","2022-06-08T01:00:00.000Z","200"
"2022-06-08T19:00:00.000Z","2022-06-08T20:00:00.000Z","316"
"2022-06-08T20:00:00.000Z","2022-06-08T21:00:00.000Z","299"
"2022-06-08T21:00:00.000Z","2022-06-08T22:00:00.000Z","240"
"2022-06-09T04:00:00.000Z","2022-06-09T05:00:00.000Z","318"
"2022-06-10T03:00:00.000Z","2022-06-10T04:00:00.000Z","275"
"2022-06-10T05:00:00.000Z","2022-06-10T06:00:00.000Z","407"
"2022-06-10T06:00:00.000Z","2022-06-10T07:00:00.000Z","1300"
"2022-06-10T09:00:00.000Z","2022-06-10T10:00:00.000Z","300"
"2022-06-10T14:00:00.000Z","2022-06-10T15:00:00.000Z","220"
"2022-06-10T15:00:00.000Z","2022-06-10T16:00:00.000Z","225"
"2022-06-10T17:00:00.000Z","2022-06-10T18:00:00.000Z","280"
"2022-06-10T18:00:00.000Z","2022-06-10T19:00:00.000Z","253"
"2022-06-11T05:00:00.000Z","2022-06-11T06:00:00.000Z","130"
"2022-06-11T06:00:00.000Z","2022-06-11T07:00:00.000Z","190"
"2022-06-11T07:00:00.000Z","2022-06-11T08:00:00.000Z","165"
"2022-06-13T04:00:00.000Z","2022-06-13T05:00:00.000Z","218"
"2022-06-13T05:00:00.000Z","2022-06-13T06:00:00.000Z","225"
"2022-06-13T11:00:00.000Z","2022-06-13T12:00:00.000Z","228"
"2022-06-13T12:00:00.000Z","2022-06-13T13:00:00.000Z","228"
"2022-06-13T16:00:00.000Z","2022-06-13T17:00:00.000Z","231"
"2022-06-13T17:00:00.000Z","2022-06-13T18:00:00.000Z","300"
"2022-06-14T04:00:00.000Z","2022-06-14T05:00:00.000Z","283"
"2022-06-16T16:00:00.000Z","2022-06-16T17:00:00.000Z","0"
"2022-06-16T17:00:00.000Z","2022-06-16T18:00:00.000Z","0"
"2022-06-17T18:00:00.000Z","2022-06-17T19:00:00.000Z","250"
"2022-06-18T10:00:00.000Z","2022-06-18T11:00:00.000Z","130"
"2022-06-18T12:00:00.000Z","2022-06-18T13:00:00.000Z","210"
"2022-06-18T13:00:00.000Z","2022-06-18T14:00:00.000Z","180"
"2022-06-18T14:00:00.000Z","2022-06-18T15:00:00.000Z","146"
"2022-06-18T15:00:00.000Z","2022-06-18T16:00:00.000Z","146"
"2022-06-20T03:00:00.000Z","2022-06-20T04:00:00.000Z","430"
"2022-06-20T04:00:00.000Z","2022-06-20T05:00:00.000Z","530.66999"
"2022-06-24T20:00:00.000Z","2022-06-24T21:00:00.000Z","175"
"2022-07-01T02:00:00.000Z","2022-07-01T03:00:00.000Z","143"
"2022-07-01T03:00:00.000Z","2022-07-01T04:00:00.000Z","330"
"2022-07-01T04:00:00.000Z","2022-07-01T05:00:00.000Z","252"
"2022-07-02T06:00:00.000Z","2022-07-02T07:00:00.000Z","178"
"2022-07-02T07:00:00.000Z","2022-07-02T08:00:00.000Z","153"
"2022-07-02T13:00:00.000Z","2022-07-02T14:00:00.000Z","155"
"2022-07-02T20:00:00.000Z","2022-07-02T21:00:00.000Z","215"
"2022-07-02T21:00:00.000Z","2022-07-02T22:00:00.000Z","250"
"2022-07-02T22:00:00.000Z","2022-07-02T23:00:00.000Z","264"
"2022-07-02T23:00:00.000Z","2022-07-03T00:00:00.000Z","215"
"2022-07-03T05:00:00.000Z","2022-07-03T06:00:00.000Z","171.88999"
"2022-07-03T06:00:00.000Z","2022-07-03T07:00:00.000Z","181"
"2022-07-03T08:00:00.000Z","2022-07-03T09:00:00.000Z","166"
"2022-07-03T09:00:00.000Z","2022-07-03T10:00:00.000Z","178"
"2022-07-03T10:00:00.000Z","2022-07-03T11:00:00.000Z","171.88999"
"2022-07-03T13:00:00.000Z","2022-07-03T14:00:00.000Z","180"
"2022-07-03T14:00:00.000Z","2022-07-03T15:00:00.000Z","180"
"2022-07-03T18:00:00.000Z","2022-07-03T19:00:00.000Z","180"
"2022-07-03T19:00:00.000Z","2022-07-03T20:00:00.000Z","204"
"2022-07-03T20:00:00.000Z","2022-07-03T21:00:00.000Z","199.25999"
"2022-07-08T04:00:00.000Z","2022-07-08T05:00:00.000Z","225"
"2022-07-09T01:00:00.000Z","2022-07-09T02:00:00.000Z","169"
"2022-07-09T02:00:00.000Z","2022-07-09T03:00:00.000Z","180"
"2022-07-09T03:00:00.000Z","2022-07-09T04:00:00.000Z","200"
"2022-07-09T04:00:00.000Z","2022-07-09T05:00:00.000Z","208"
"2022-07-10T01:00:00.000Z","2022-07-10T02:00:00.000Z","119"
"2022-07-10T02:00:00.000Z","2022-07-10T03:00:00.000Z","169"
"2022-07-10T03:00:00.000Z","2022-07-10T04:00:00.000Z","200"
"2022-07-10T14:00:00.000Z","2022-07-10T15:00:00.000Z","288"
"2022-07-11T18:00:00.000Z","2022-07-11T19:00:00.000Z","570"
"2022-07-12T16:00:00.000Z","2022-07-12T17:00:00.000Z","500"
"2022-07-12T17:00:00.000Z","2022-07-12T18:00:00.000Z","590"
"2022-07-12T18:00:00.000Z","2022-07-12T19:00:00.000Z","700"
"2022-07-12T19:00:00.000Z","2022-07-12T20:00:00.000Z","700"
"2022-07-12T20:00:00.000Z","2022-07-12T21:00:00.000Z","676"
"2022-07-13T01:00:00.000Z","2022-07-13T02:00:00.000Z","491"
"2022-07-13T03:00:00.000Z","2022-07-13T04:00:00.000Z","500"
"2022-07-13T05:00:00.000Z","2022-07-13T06:00:00.000Z","550"
"2022-07-13T08:00:00.000Z","2022-07-13T09:00:00.000Z","570"
"2022-07-13T09:00:00.000Z","2022-07-13T10:00:00.000Z","700"
"2022-07-13T10:00:00.000Z","2022-07-13T11:00:00.000Z","1000"
"2022-07-13T11:00:00.000Z","2022-07-13T12:00:00.000Z","900"
"2022-07-13T12:00:00.000Z","2022-07-13T13:00:00.000Z","700"
"2022-07-13T13:00:00.000Z","2022-07-13T14:00:00.000Z","700"
"2022-07-13T14:00:00.000Z","2022-07-13T15:00:00.000Z","999"
"2022-07-13T15:00:00.000Z","2022-07-13T16:00:00.000Z","999"
"2022-07-13T16:00:00.000Z","2022-07-13T17:00:00.000Z","791.62"
"2022-07-13T20:00:00.000Z","2022-07-13T21:00:00.000Z","500"
"2022-07-13T21:00:00.000Z","2022-07-13T22:00:00.000Z","288"
"2022-07-13T22:00:00.000Z","2022-07-13T23:00:00.000Z","349"
"2022-07-15T21:00:00.000Z","2022-07-15T22:00:00.000Z","326"
"2022-07-15T22:00:00.000Z","2022-07-15T23:00:00.000Z","280"
"2022-07-15T23:00:00.000Z","2022-07-16T00:00:00.000Z","250"
"2022-07-16T00:00:00.000Z","2022-07-16T01:00:00.000Z","279"
"2022-07-16T01:00:00.000Z","2022-07-16T02:00:00.000Z","250"
"2022-07-16T02:00:00.000Z","2022-07-16T03:00:00.000Z","254"
"2022-07-16T03:00:00.000Z","2022-07-16T04:00:00.000Z","250"
"2022-07-16T04:00:00.000Z","2022-07-16T05:00:00.000Z","278.5"
"2022-07-16T05:00:00.000Z","2022-07-16T06:00:00.000Z","299"
"2022-07-16T10:00:00.000Z","2022-07-16T11:00:00.000Z","307"
"2022-07-16T11:00:00.000Z","2022-07-16T12:00:00.000Z","265"
"2022-07-16T14:00:00.000Z","2022-07-16T15:00:00.000Z","285"
"2022-07-16T15:00:00.000Z","2022-07-16T16:00:00.000Z","300"
"2022-07-16T16:00:00.000Z","2022-07-16T17:00:00.000Z","330"
"2022-07-16T17:00:00.000Z","2022-07-16T18:00:00.000Z","501"
"2022-07-16T18:00:00.000Z","2022-07-16T19:00:00.000Z","517"
"2022-07-16T19:00:00.000Z","2022-07-16T20:00:00.000Z","599"
"2022-07-16T20:00:00.000Z","2022-07-16T21:00:00.000Z","480"
"2022-07-16T21:00:00.000Z","2022-07-16T22:00:00.000Z","484"
"2022-07-16T22:00:00.000Z","2022-07-16T23:00:00.000Z","610"
"2022-07-16T23:00:00.000Z","2022-07-17T00:00:00.000Z","350.79"
"2022-07-17T00:00:00.000Z","2022-07-17T01:00:00.000Z","297"
"2022-07-17T02:00:00.000Z","2022-07-17T03:00:00.000Z","227"
"2022-07-17T03:00:00.000Z","2022-07-17T04:00:00.000Z","230"
"2022-07-17T08:00:00.000Z","2022-07-17T09:00:00.000Z","250"
"2022-07-17T17:00:00.000Z","2022-07-17T18:00:00.000Z","285"
"2022-07-17T18:00:00.000Z","2022-07-17T19:00:00.000Z","253"
"2022-07-18T00:00:00.000Z","2022-07-18T01:00:00.000Z","149"
"2022-07-18T01:00:00.000Z","2022-07-18T02:00:00.000Z","300"
"2022-07-18T02:00:00.000Z","2022-07-18T03:00:00.000Z","300"
"2022-07-18T03:00:00.000Z","2022-07-18T04:00:00.000Z","300"
"2022-07-18T04:00:00.000Z","2022-07-18T05:00:00.000Z","285"
"2022-07-18T05:00:00.000Z","2022-07-18T06:00:00.000Z","355"
"2022-07-18T06:00:00.000Z","2022-07-18T07:00:00.000Z","500"
"2022-07-18T19:00:00.000Z","2022-07-18T20:00:00.000Z","999"
"2022-07-18T20:00:00.000Z","2022-07-18T21:00:00.000Z","500"
"2022-07-20T05:00:00.000Z","2022-07-20T06:00:00.000Z","300"
"2022-07-20T17:00:00.000Z","2022-07-20T18:00:00.000Z","500"
"2022-07-20T18:00:00.000Z","2022-07-20T19:00:00.000Z","500"
"2022-07-20T19:00:00.000Z","2022-07-20T20:00:00.000Z","500"
"2022-07-20T20:00:00.000Z","2022-07-20T21:00:00.000Z","325"
"2022-07-21T14:00:00.000Z","2022-07-21T15:00:00.000Z","265.99"
"2022-07-21T16:00:00.000Z","2022-07-21T17:00:00.000Z","330"
"2022-07-21T17:00:00.000Z","2022-07-21T18:00:00.000Z","330"
"2022-07-21T18:00:00.000Z","2022-07-21T19:00:00.000Z","400"
"2022-07-22T13:00:00.000Z","2022-07-22T14:00:00.000Z","410"
"2022-07-22T15:00:00.000Z","2022-07-22T16:00:00.000Z","350"
"2022-07-22T16:00:00.000Z","2022-07-22T17:00:00.000Z","354"
"2022-07-22T17:00:00.000Z","2022-07-22T18:00:00.000Z","350"
"2022-07-22T19:00:00.000Z","2022-07-22T20:00:00.000Z","350"
"2022-07-22T20:00:00.000Z","2022-07-22T21:00:00.000Z","325"
"2022-07-23T04:00:00.000Z","2022-07-23T05:00:00.000Z","230"
"2022-07-23T17:00:00.000Z","2022-07-23T18:00:00.000Z","275"
"2022-07-23T18:00:00.000Z","2022-07-23T19:00:00.000Z","250"
"2022-07-24T16:00:00.000Z","2022-07-24T17:00:00.000Z","285"
"2022-07-24T17:00:00.000Z","2022-07-24T18:00:00.000Z","304"
"2022-07-24T18:00:00.000Z","2022-07-24T19:00:00.000Z","330"
"2022-07-24T19:00:00.000Z","2022-07-24T20:00:00.000Z","450"
"2022-07-24T20:00:00.000Z","2022-07-24T21:00:00.000Z","450"
"2022-07-24T21:00:00.000Z","2022-07-24T22:00:00.000Z","450"
"2022-07-24T22:00:00.000Z","2022-07-24T23:00:00.000Z","381"
"2022-07-25T00:00:00.000Z","2022-07-25T01:00:00.000Z","250"
"2022-07-25T01:00:00.000Z","2022-07-25T02:00:00.000Z","250"
"2022-07-25T04:00:00.000Z","2022-07-25T05:00:00.000Z","299"
"2022-07-27T22:00:00.000Z","2022-07-27T23:00:00.000Z","110"
"2022-07-28T16:00:00.000Z","2022-07-28T17:00:00.000Z","305"
"2022-07-28T17:00:00.000Z","2022-07-28T18:00:00.000Z","305"
"2022-07-31T20:00:00.000Z","2022-07-31T21:00:00.000Z","205"
"2022-08-01T03:00:00.000Z","2022-08-01T04:00:00.000Z","285"
"2022-08-01T04:00:00.000Z","2022-08-01T05:00:00.000Z","325"
"2022-08-01T05:00:00.000Z","2022-08-01T06:00:00.000Z","400"
"2022-08-01T06:00:00.000Z","2022-08-01T07:00:00.000Z","500"
"2022-08-05T14:00:00.000Z","2022-08-05T15:00:00.000Z","350"
"2022-08-05T15:00:00.000Z","2022-08-05T16:00:00.000Z","350"
"2022-08-05T16:00:00.000Z","2022-08-05T17:00:00.000Z","285"
"2022-08-05T18:00:00.000Z","2022-08-05T19:00:00.000Z","482"
"2022-08-05T19:00:00.000Z","2022-08-05T20:00:00.000Z","599"
"2022-08-05T20:00:00.000Z","2022-08-05T21:00:00.000Z","500"
"2022-08-05T21:00:00.000Z","2022-08-05T22:00:00.000Z","381"
"2022-08-05T22:00:00.000Z","2022-08-05T23:00:00.000Z","285"
"2022-08-06T03:00:00.000Z","2022-08-06T04:00:00.000Z","325"
"2022-08-06T04:00:00.000Z","2022-08-06T05:00:00.000Z","300"
"2022-08-06T05:00:00.000Z","2022-08-06T06:00:00.000Z","355"
"2022-08-06T06:00:00.000Z","2022-08-06T07:00:00.000Z","320"
"2022-08-06T07:00:00.000Z","2022-08-06T08:00:00.000Z","280"
"2022-08-14T17:00:00.000Z","2022-08-14T18:00:00.000Z","548"
"2022-08-14T18:00:00.000Z","2022-08-14T19:00:00.000Z","548"
"2022-08-14T19:00:00.000Z","2022-08-14T20:00:00.000Z","600"
"2022-08-14T20:00:00.000Z","2022-08-14T21:00:00.000Z","560"
"2022-08-14T22:00:00.000Z","2022-08-14T23:00:00.000Z","227"
"2022-08-14T23:00:00.000Z","2022-08-15T00:00:00.000Z","250"
"2022-08-15T03:00:00.000Z","2022-08-15T04:00:00.000Z","344.13999"
"2022-08-15T04:00:00.000Z","2022-08-15T05:00:00.000Z","598"
"2022-08-15T05:00:00.000Z","2022-08-15T06:00:00.000Z","458.70999"
"2022-08-15T06:00:00.000Z","2022-08-15T07:00:00.000Z","550"
"2022-08-15T07:00:00.000Z","2022-08-15T08:00:00.000Z","699"
"2022-08-15T08:00:00.000Z","2022-08-15T09:00:00.000Z","699"
"2022-08-15T11:00:00.000Z","2022-08-15T12:00:00.000Z","458.69999"
"2022-08-15T12:00:00.000Z","2022-08-15T13:00:00.000Z","578"
"2022-08-15T13:00:00.000Z","2022-08-15T14:00:00.000Z","525.00999"
"2022-08-15T14:00:00.000Z","2022-08-15T15:00:00.000Z","750"
"2022-08-15T16:00:00.000Z","2022-08-15T17:00:00.000Z","650"
"2022-08-15T17:00:00.000Z","2022-08-15T18:00:00.000Z","800"
"2022-08-15T18:00:00.000Z","2022-08-15T19:00:00.000Z","598"
"2022-08-16T04:00:00.000Z","2022-08-16T05:00:00.000Z","580"
"2022-08-16T05:00:00.000Z","2022-08-16T06:00:00.000Z","850"
"2022-08-16T06:00:00.000Z","2022-08-16T07:00:00.000Z","5000"
"2022-08-16T07:00:00.000Z","2022-08-16T08:00:00.000Z","1500"
"2022-08-16T15:00:00.000Z","2022-08-16T16:00:00.000Z","580"
"2022-08-16T16:00:00.000Z","2022-08-16T17:00:00.000Z","700"
"2022-08-16T17:00:00.000Z","2022-08-16T18:00:00.000Z","650"
"2022-08-17T23:00:00.000Z","2022-08-18T00:00:00.000Z","500"
"2022-08-18T00:00:00.000Z","2022-08-18T01:00:00.000Z","500"
"2022-08-18T01:00:00.000Z","2022-08-18T02:00:00.000Z","400"
"2022-08-18T02:00:00.000Z","2022-08-18T03:00:00.000Z","400"
"2022-08-18T03:00:00.000Z","2022-08-18T04:00:00.000Z","880"
"2022-08-18T04:00:00.000Z","2022-08-18T05:00:00.000Z","845.50999"
"2022-08-18T06:00:00.000Z","2022-08-18T07:00:00.000Z","1000"
"2022-08-18T07:00:00.000Z","2022-08-18T08:00:00.000Z","900"
"2022-08-18T08:00:00.000Z","2022-08-18T09:00:00.000Z","999"
"2022-08-18T09:00:00.000Z","2022-08-18T10:00:00.000Z","1500"
"2022-08-18T10:00:00.000Z","2022-08-18T11:00:00.000Z","1500"
"2022-08-18T12:00:00.000Z","2022-08-18T13:00:00.000Z","1100"
"2022-08-18T13:00:00.000Z","2022-08-18T14:00:00.000Z","1000"
"2022-08-18T14:00:00.000Z","2022-08-18T15:00:00.000Z","990"
"2022-08-18T15:00:00.000Z","2022-08-18T16:00:00.000Z","999"
"2022-08-18T16:00:00.000Z","2022-08-18T17:00:00.000Z","990"
"2022-08-18T17:00:00.000Z","2022-08-18T18:00:00.000Z","800"
"2022-08-18T19:00:00.000Z","2022-08-18T20:00:00.000Z","545.61"
"2022-08-19T03:00:00.000Z","2022-08-19T04:00:00.000Z","1000"
"2022-08-19T04:00:00.000Z","2022-08-19T05:00:00.000Z","690"
"2022-08-19T09:00:00.000Z","2022-08-19T10:00:00.000Z","1600"
"2022-08-19T14:00:00.000Z","2022-08-19T15:00:00.000Z","1500"
"2022-08-23T02:00:00.000Z","2022-08-23T03:00:00.000Z","299"
"2022-08-24T22:00:00.000Z","2022-08-24T23:00:00.000Z","263"
"2022-08-24T23:00:00.000Z","2022-08-25T00:00:00.000Z","360"
"2022-08-25T00:00:00.000Z","2022-08-25T01:00:00.000Z","360"
"2022-08-25T01:00:00.000Z","2022-08-25T02:00:00.000Z","330"
"2022-08-25T19:00:00.000Z","2022-08-25T20:00:00.000Z","740"
"2022-08-25T20:00:00.000Z","2022-08-25T21:00:00.000Z","690"
"2022-09-07T21:00:00.000Z","2022-09-07T22:00:00.000Z","320"
"2022-09-07T22:00:00.000Z","2022-09-07T23:00:00.000Z","599"
"2022-09-07T23:00:00.000Z","2022-09-08T00:00:00.000Z","698.00999"
"2022-09-08T00:00:00.000Z","2022-09-08T01:00:00.000Z","580"
"2022-09-08T01:00:00.000Z","2022-09-08T02:00:00.000Z","780"
"2022-09-08T02:00:00.000Z","2022-09-08T03:00:00.000Z","1500"
"2022-09-08T03:00:00.000Z","2022-09-08T04:00:00.000Z","3000"
"2022-09-08T04:00:00.000Z","2022-09-08T05:00:00.000Z","4899"
"2022-09-08T05:00:00.000Z","2022-09-08T06:00:00.000Z","4899"
"2022-09-08T06:00:00.000Z","2022-09-08T07:00:00.000Z","1500"
"2022-09-08T07:00:00.000Z","2022-09-08T08:00:00.000Z","1000"
"2022-09-20T07:00:00.000Z","2022-09-20T08:00:00.000Z","238"
"2022-09-20T08:00:00.000Z","2022-09-20T09:00:00.000Z","260"
"2022-09-20T09:00:00.000Z","2022-09-20T10:00:00.000Z","252"
"2022-09-20T10:00:00.000Z","2022-09-20T11:00:00.000Z","0"
"2022-09-24T18:00:00.000Z","2022-09-24T19:00:00.000Z","3500"
"2022-09-24T19:00:00.000Z","2022-09-24T20:00:00.000Z","1000"
"2022-09-27T17:00:00.000Z","2022-09-27T18:00:00.000Z","260"
"2022-09-27T18:00:00.000Z","2022-09-27T19:00:00.000Z","257.89999"
"2022-09-27T19:00:00.000Z","2022-09-27T20:00:00.000Z","260"
"2022-10-01T01:00:00.000Z","2022-10-01T02:00:00.000Z","260"
"2022-10-01T02:00:00.000Z","2022-10-01T03:00:00.000Z","260"
"2022-10-01T03:00:00.000Z","2022-10-01T04:00:00.000Z","294"
"2022-10-03T10:00:00.000Z","2022-10-03T11:00:00.000Z","505"
"2022-10-03T19:00:00.000Z","2022-10-03T20:00:00.000Z","399"
